item_id,transaction_id,product_id,quantity,unit_price,line_total
208,70,2,2,299,598
209,70,16,1,799,799
210,70,27,3,1299,3897
211,70,44,3,199,597
212,70,4,3,599,1797
213,71,37,1,1899,1899
214,71,32,2,599,1198
215,72,48,2,1999,3998
216,72,38,3,999,2997
217,72,8,3,180,540
218,72,46,3,449,1347
219,73,21,2,399,798
220,73,18,1,199,199
221,74,7,1,450,450
222,74,25,3,2499,7497
223,74,3,1,1299,1299
224,74,46,2,449,898
225,74,22,2,999,1998
226,75,10,2,899,1798
227,75,11,2,1299,2598
228,75,45,3,1299,3897
229,76,11,2,1299,2598
230,76,42,1,699,699
231,76,2,3,299,897
232,76,48,3,1999,5997
233,77,34,1,899,899
234,77,39,3,549,1647
235,78,48,3,1999,5997
236,78,29,3,1499,4497
237,78,32,2,599,1198
238,78,31,1,3499,3499
239,78,26,1,899,899
240,79,43,1,79,79
241,79,3,3,1299,3897
242,80,35,3,280,840
243,80,14,3,399,1197
244,80,10,2,899,1798
245,80,2,3,299,897
246,80,4,2,599,1198
247,81,9,3,520,1560
248,81,22,3,999,2997
249,81,12,1,649,649
250,82,28,1,799,799
251,83,10,2,899,1798
252,83,37,3,1899,5697
253,83,46,3,449,1347
254,83,28,2,799,1598
255,83,48,1,1999,1999
256,84,45,2,1299,2598
257,85,1,3,2499,7497
258,85,31,2,3499,6998
259,86,16,1,799,799
260,86,44,3,199,597
261,86,43,1,79,79
262,87,10,1,899,899
263,87,4,3,599,1797
264,88,41,1,899,899
265,89,25,2,2499,4998
266,89,46,1,449,449
267,90,22,1,999,999
268,90,9,1,520,520
269,90,4,2,599,1198
270,90,42,1,699,699
271,91,48,1,1999,1999
272,91,38,1,999,999
273,91,2,1,299,299
274,91,22,2,999,1998
275,91,36,2,320,640
276,92,44,1,199,199
277,93,7,1,450,450
278,93,5,2,1499,2998
279,93,37,1,1899,1899
280,93,28,2,799,1598
281,94,43,1,79,79
282,94,22,1,999,999
283,94,20,3,99,297
284,94,45,3,1299,3897
285,95,33,1,1299,1299
286,95,4,3,599,1797
287,96,21,2,399,798
288,96,17,1,1499,1499
289,97,9,1,520,520
290,97,2,2,299,598
291,97,50,1,1999,1999
292,97,47,3,1799,5397
293,97,28,2,799,1598
294,98,49,2,2499,4998
295,98,7,2,450,900
296,98,34,2,899,1798
297,98,39,3,549,1647
298,99,9,3,520,1560
299,99,5,3,1499,4497
300,99,24,2,499,998
301,99,22,3,999,2997
302,100,22,1,999,999
303,100,1,2,2499,4998
304,100,17,2,1499,2998
305,101,25,2,2499,4998
306,101,37,2,1899,3798
307,101,1,1,2499,2499
308,101,47,3,1799,5397
309,102,17,3,1499,4497
310,102,39,1,549,549
311,103,50,3,1999,5997
312,104,8,1,180,180
313,104,33,2,1299,2598
314,105,43,3,79,237
315,105,15,3,349,1047
316,105,25,2,2499,4998
317,105,4,3,599,1797
318,105,7,2,450,900
319,106,1,3,2499,7497
320,106,10,2,899,1798
321,106,19,3,149,447
322,106,14,3,399,1197
323,106,5,3,1499,4497
324,107,39,1,549,549
325,107,17,2,1499,2998
326,107,14,2,399,798
327,108,21,3,399,1197
328,108,39,2,549,1098
329,108,29,1,1499,1499
330,108,35,3,280,840
331,108,14,1,399,399
332,109,16,2,799,1598
333,109,42,3,699,2097
334,109,27,2,1299,2598
335,109,41,1,899,899
336,110,22,1,999,999
337,110,3,2,1299,2598
338,110,8,3,180,540
339,110,42,2,699,1398
340,111,9,2,520,1040
341,111,40,2,199,398
342,111,39,2,549,1098
343,111,14,1,399,399
344,112,40,1,199,199
345,112,31,2,3499,6998
346,112,29,3,1499,4497
347,113,41,2,899,1798
348,113,23,3,699,2097
349,114,30,2,699,1398
350,114,47,3,1799,5397
351,115,3,1,1299,1299
352,116,20,1,99,99
353,116,30,2,699,1398
354,116,43,2,79,158
355,116,14,2,399,798
356,117,41,2,899,1798
357,118,43,1,79,79
358,118,3,1,1299,1299
359,118,16,2,799,1598
360,119,20,3,99,297
361,120,18,1,199,199
362,120,44,1,199,199
363,120,6,1,1999,1999
364,121,48,3,1999,5997
365,122,48,3,1999,5997
366,122,32,1,599,599
367,122,1,1,2499,2499
368,122,31,2,3499,6998
369,123,24,2,499,998
370,123,30,3,699,2097
371,123,45,3,1299,3897
372,123,48,2,1999,3998
373,123,41,3,899,2697
374,124,18,3,199,597
375,124,42,2,699,1398
376,124,34,3,899,2697
377,125,35,1,280,280
378,125,43,3,79,237
379,125,23,3,699,2097
380,125,20,1,99,99
381,126,28,3,799,2397
382,126,21,2,399,798
383,126,48,1,1999,1999
384,126,18,2,199,398
385,126,37,2,1899,3798
386,127,5,2,1499,2998
387,127,12,1,649,649
388,127,29,3,1499,4497
389,127,36,2,320,640
390,128,36,3,320,960
391,128,45,2,1299,2598
392,128,40,2,199,398
393,129,32,3,599,1797
394,129,38,2,999,1998
395,130,14,2,399,798
396,131,10,2,899,1798
397,131,2,2,299,598
398,131,24,3,499,1497
399,131,39,2,549,1098
400,132,38,1,999,999
401,133,47,1,1799,1799
402,134,5,2,1499,2998
403,134,30,3,699,2097
404,135,6,1,1999,1999
405,135,1,1,2499,2499
406,135,50,1,1999,1999
407,135,47,1,1799,1799
408,135,41,1,899,899
409,136,47,3,1799,5397
410,136,40,1,199,199
411,136,28,3,799,2397
412,136,8,2,180,360
413,137,26,2,899,1798
414,137,37,3,1899,5697
415,138,24,2,499,998
416,138,7,1,450,450
417,138,34,1,899,899
418,138,41,2,899,1798
419,138,1,1,2499,2499
420,139,29,2,1499,2998
421,139,25,1,2499,2499
422,139,7,1,450,450
423,139,3,2,1299,2598
424,140,4,2,599,1198
425,141,9,2,520,1040
426,141,14,3,399,1197
427,141,11,1,1299,1299
428,141,7,2,450,900
429,141,33,2,1299,2598
430,142,11,3,1299,3897
431,142,1,1,2499,2499
432,142,2,3,299,897
433,143,14,1,399,399
434,143,40,3,199,597
435,143,32,2,599,1198
436,143,18,2,199,398
437,144,39,1,549,549
438,144,11,1,1299,1299
439,144,16,1,799,799
440,144,21,3,399,1197
441,144,44,1,199,199
442,145,47,3,1799,5397
443,145,34,2,899,1798
444,145,50,1,1999,1999
445,145,19,2,149,298
446,145,42,3,699,2097
447,146,27,3,1299,3897
448,146,31,3,3499,10497
449,146,6,2,1999,3998
450,146,30,2,699,1398
451,146,41,2,899,1798
452,147,44,3,199,597
453,147,1,2,2499,4998
454,147,14,1,399,399
455,147,12,1,649,649
456,147,15,1,349,349
457,148,26,1,899,899
458,149,28,2,799,1598
459,149,12,1,649,649
460,149,19,2,149,298
461,149,25,1,2499,2499
462,150,2,3,299,897
463,150,27,3,1299,3897
464,151,15,3,349,1047
465,151,18,2,199,398
466,151,22,2,999,1998
467,152,37,3,1899,5697
468,153,41,2,899,1798
469,153,37,1,1899,1899
470,153,39,1,549,549
471,153,12,2,649,1298
472,153,48,3,1999,5997
473,154,32,3,599,1797
474,154,31,2,3499,6998
475,155,48,2,1999,3998
476,155,44,1,199,199
477,155,19,1,149,149
478,155,37,3,1899,5697
479,155,26,3,899,2697
480,156,18,2,199,398
481,156,50,2,1999,3998
482,157,26,2,899,1798
483,157,39,2,549,1098
484,157,37,2,1899,3798
485,157,46,3,449,1347
486,157,48,3,1999,5997
487,158,11,1,1299,1299
488,158,41,2,899,1798
489,159,40,1,199,199
490,159,14,1,399,399
491,159,46,2,449,898
492,160,8,1,180,180
493,160,46,2,449,898
494,160,20,1,99,99
495,160,5,3,1499,4497
496,160,40,1,199,199
497,161,30,1,699,699
498,161,4,1,599,599
499,161,24,1,499,499
500,162,47,2,1799,3598
501,162,46,2,449,898
502,162,50,2,1999,3998
503,163,14,2,399,798
504,163,1,1,2499,2499
505,163,7,2,450,900
506,163,15,1,349,349
507,164,35,1,280,280
508,164,18,2,199,398
509,165,5,3,1499,4497
510,165,32,3,599,1797
511,165,28,2,799,1598
512,165,10,3,899,2697
513,165,6,3,1999,5997
514,166,18,2,199,398
515,167,17,1,1499,1499
516,167,3,1,1299,1299
517,167,19,3,149,447
518,167,40,2,199,398
519,168,1,1,2499,2499
520,168,36,3,320,960
521,168,21,3,399,1197
522,168,37,3,1899,5697
523,168,11,3,1299,3897
524,169,30,2,699,1398
525,169,19,1,149,149
526,169,39,3,549,1647
527,170,40,2,199,398
528,170,14,1,399,399
529,171,31,3,3499,10497
530,171,28,3,799,2397
531,171,38,3,999,2997
532,171,3,2,1299,2598
533,171,34,3,899,2697
534,172,25,1,2499,2499
535,172,34,1,899,899
536,172,23,1,699,699
537,173,41,3,899,2697
538,173,40,2,199,398
539,173,48,1,1999,1999
540,173,50,2,1999,3998
541,173,23,3,699,2097
542,174,21,3,399,1197
543,174,25,2,2499,4998
544,174,9,3,520,1560
545,175,41,2,899,1798
546,175,44,3,199,597
547,175,16,2,799,1598
548,175,49,1,2499,2499
549,175,23,3,699,2097
550,176,19,1,149,149
551,176,40,2,199,398
552,176,14,2,399,798
553,176,9,3,520,1560
554,176,27,2,1299,2598
555,177,8,1,180,180
556,177,42,1,699,699
557,177,19,3,149,447
558,178,26,3,899,2697
559,178,38,3,999,2997
560,178,20,2,99,198
561,179,17,3,1499,4497
562,179,11,2,1299,2598
563,179,16,2,799,1598
564,179,31,2,3499,6998
565,179,38,1,999,999
566,180,30,1,699,699
567,181,2,1,299,299
568,181,19,2,149,298
569,182,37,1,1899,1899
570,182,30,2,699,1398
571,182,50,3,1999,5997
572,183,12,2,649,1298
573,183,37,1,1899,1899
574,183,17,3,1499,4497
575,183,4,1,599,599
576,183,35,1,280,280
577,184,10,3,899,2697
578,185,17,2,1499,2998
579,186,31,2,3499,6998
580,186,7,3,450,1350
581,187,33,3,1299,3897
582,187,34,3,899,2697
583,188,23,2,699,1398
584,188,45,2,1299,2598
585,188,13,2,249,498
586,188,10,1,899,899
587,188,17,1,1499,1499
588,189,1,3,2499,7497
589,189,27,2,1299,2598
590,189,39,2,549,1098
591,190,17,1,1499,1499
592,191,26,3,899,2697
593,191,31,1,3499,3499
594,191,14,1,399,399
595,192,23,3,699,2097
596,192,36,3,320,960
597,192,42,3,699,2097
598,192,4,1,599,599
599,193,44,2,199,398
600,194,22,3,999,2997
601,195,22,3,999,2997
602,195,5,3,1499,4497
603,196,9,3,520,1560
604,196,28,3,799,2397
605,196,5,2,1499,2998
606,196,15,1,349,349
607,197,21,2,399,798
608,197,5,3,1499,4497
609,197,47,2,1799,3598
610,198,49,1,2499,2499
611,198,30,3,699,2097
612,198,15,1,349,349
613,199,2,2,299,598
614,199,44,2,199,398
615,199,31,2,3499,6998
616,200,30,2,699,1398
617,200,29,3,1499,4497
618,200,23,1,699,699
619,201,22,1,999,999
620,202,10,2,899,1798
621,203,30,1,699,699
622,203,40,2,199,398
623,203,44,2,199,398
624,204,39,2,549,1098
625,204,50,3,1999,5997
626,204,15,2,349,698
627,205,38,1,999,999
628,205,3,2,1299,2598
629,206,31,3,3499,10497
630,206,27,2,1299,2598
631,207,34,3,899,2697
632,207,27,3,1299,3897
633,207,17,3,1499,4497
634,208,24,2,499,998
635,209,34,3,899,2697
636,209,41,2,899,1798
637,210,27,2,1299,2598
638,210,13,1,249,249
639,210,18,2,199,398
640,210,17,1,1499,1499
641,210,50,2,1999,3998
642,211,15,2,349,698
643,211,2,1,299,299
644,211,35,2,280,560
645,211,47,3,1799,5397
646,211,30,2,699,1398
647,212,19,2,149,298
648,213,9,1,520,520
649,213,29,2,1499,2998
650,213,23,3,699,2097
651,213,28,2,799,1598
652,213,32,1,599,599
653,214,23,2,699,1398
654,214,31,1,3499,3499
655,215,12,3,649,1947
656,215,31,3,3499,10497
657,215,22,1,999,999
658,215,28,2,799,1598
659,215,32,2,599,1198
660,216,45,1,1299,1299
661,216,34,3,899,2697
662,216,7,2,450,900
663,216,37,2,1899,3798
664,216,32,2,599,1198
665,217,44,3,199,597
666,217,25,3,2499,7497
667,217,38,1,999,999
668,217,35,1,280,280
669,217,13,3,249,747
670,218,47,2,1799,3598
671,218,50,1,1999,1999
672,218,18,3,199,597
673,219,33,2,1299,2598
674,219,37,1,1899,1899
675,219,7,2,450,900
676,219,35,3,280,840
677,220,19,2,149,298
678,220,18,1,199,199
679,220,14,2,399,798
680,221,20,3,99,297
681,221,13,3,249,747
682,221,48,3,1999,5997
683,222,1,2,2499,4998
684,222,29,2,1499,2998
685,222,44,1,199,199
686,222,34,2,899,1798
687,223,47,1,1799,1799
688,223,28,1,799,799
689,223,46,3,449,1347
690,224,34,3,899,2697
691,225,22,1,999,999
692,225,23,2,699,1398
693,225,20,2,99,198
694,225,40,1,199,199
695,225,27,1,1299,1299
696,226,21,2,399,798
697,226,5,3,1499,4497
698,226,31,3,3499,10497
699,227,44,1,199,199
700,227,6,3,1999,5997
701,227,23,3,699,2097
702,227,29,2,1499,2998
703,228,31,2,3499,6998
704,228,50,3,1999,5997
705,228,28,2,799,1598
706,229,13,3,249,747
707,230,9,3,520,1560
708,230,40,1,199,199
709,231,49,3,2499,7497
710,231,37,1,1899,1899
711,231,10,1,899,899
712,232,46,1,449,449
713,232,4,1,599,599
714,232,2,1,299,299
715,233,18,2,199,398
716,233,50,3,1999,5997
717,233,11,1,1299,1299
718,234,48,1,1999,1999
719,234,13,3,249,747
720,234,3,1,1299,1299
721,234,20,1,99,99
722,234,24,1,499,499
723,235,42,1,699,699
724,235,4,1,599,599
725,235,24,2,499,998
726,235,47,1,1799,1799
727,235,43,1,79,79
728,236,19,2,149,298
729,236,40,1,199,199
730,236,10,3,899,2697
731,236,49,2,2499,4998
732,237,10,2,899,1798
733,237,42,1,699,699
734,237,1,1,2499,2499
735,238,3,2,1299,2598
736,238,7,1,450,450
737,238,43,2,79,158
738,238,35,2,280,560
739,239,11,2,1299,2598
740,239,46,2,449,898
741,239,50,3,1999,5997
742,239,9,3,520,1560
743,240,23,2,699,1398
744,240,29,3,1499,4497
745,240,47,1,1799,1799
746,240,45,3,1299,3897
747,241,5,3,1499,4497
748,241,40,1,199,199
749,242,46,3,449,1347
750,242,49,2,2499,4998
751,242,3,3,1299,3897
752,242,47,3,1799,5397
753,243,50,3,1999,5997
754,243,49,2,2499,4998
755,243,36,1,320,320
756,243,18,2,199,398
757,244,3,3,1299,3897
758,244,37,3,1899,5697
759,244,1,1,2499,2499
760,244,42,2,699,1398
761,245,15,1,349,349
762,245,34,3,899,2697
763,246,26,2,899,1798
764,246,42,1,699,699
765,246,18,1,199,199
766,247,5,1,1499,1499
767,247,6,3,1999,5997
768,248,25,3,2499,7497
769,249,46,1,449,449
770,249,27,2,1299,2598
771,249,1,3,2499,7497
772,249,42,2,699,1398
773,249,32,1,599,599
774,250,32,2,599,1198
775,250,7,3,450,1350
776,250,41,3,899,2697
777,250,37,3,1899,5697
778,250,23,3,699,2097
779,251,36,1,320,320
780,251,18,3,199,597
781,252,8,3,180,540
782,252,43,2,79,158
783,252,7,1,450,450
784,253,48,2,1999,3998
785,253,42,2,699,1398
786,253,30,1,699,699
787,254,31,2,3499,6998
788,254,19,1,149,149
789,255,43,1,79,79
790,255,32,2,599,1198
791,255,22,1,999,999
792,255,29,2,1499,2998
793,256,24,2,499,998
794,257,22,3,999,2997
795,257,34,1,899,899
796,257,50,1,1999,1999
797,258,8,1,180,180
798,258,22,1,999,999
799,258,48,1,1999,1999
800,258,27,2,1299,2598
801,259,11,1,1299,1299
802,259,15,1,349,349
803,259,29,1,1499,1499
804,260,14,1,399,399
805,260,33,3,1299,3897
806,260,4,1,599,599
807,260,44,1,199,199
808,260,6,2,1999,3998
809,261,17,1,1499,1499
810,261,16,1,799,799
811,262,27,3,1299,3897
812,262,45,1,1299,1299
813,263,46,3,449,1347
814,264,36,3,320,960
815,265,3,1,1299,1299
816,265,46,3,449,1347
817,265,20,3,99,297
818,265,44,2,199,398
819,265,31,1,3499,3499
820,266,14,3,399,1197
821,266,44,2,199,398
822,266,23,2,699,1398
823,267,21,3,399,1197
824,268,17,3,1499,4497
825,268,18,2,199,398
826,269,21,3,399,1197
827,269,10,2,899,1798
828,270,12,3,649,1947
829,271,30,3,699,2097
830,272,11,3,1299,3897
831,272,6,1,1999,1999
832,272,5,3,1499,4497
833,272,27,1,1299,1299
834,272,13,2,249,498
835,273,30,1,699,699
836,273,29,3,1499,4497
837,273,43,3,79,237
838,273,36,3,320,960
839,274,27,3,1299,3897
840,274,10,1,899,899
841,275,22,1,999,999
842,275,6,3,1999,5997
843,275,38,1,999,999
844,276,2,3,299,897
845,277,41,3,899,2697
846,277,14,3,399,1197
847,278,7,3,450,1350
848,278,33,2,1299,2598
849,278,22,2,999,1998
850,279,22,2,999,1998
851,279,13,3,249,747
852,279,6,1,1999,1999
853,279,14,1,399,399
854,280,50,3,1999,5997
855,280,47,1,1799,1799
856,280,6,2,1999,3998
857,280,38,3,999,2997
858,281,42,1,699,699
859,281,9,2,520,1040
860,281,41,1,899,899
861,282,11,2,1299,2598
862,282,29,1,1499,1499
863,282,8,1,180,180
864,283,44,2,199,398
865,284,12,3,649,1947
866,284,19,2,149,298
867,284,30,3,699,2097
868,284,26,1,899,899
869,285,11,2,1299,2598
870,285,18,2,199,398
871,285,16,1,799,799
872,286,23,3,699,2097
873,286,21,1,399,399
874,286,33,1,1299,1299
875,287,19,1,149,149
876,287,3,1,1299,1299
877,287,11,3,1299,3897
878,287,36,2,320,640
879,288,2,1,299,299
880,288,36,2,320,640
881,288,46,1,449,449
882,289,18,2,199,398
883,289,6,1,1999,1999
884,289,23,1,699,699
885,290,7,3,450,1350
886,290,48,2,1999,3998
887,290,3,1,1299,1299
888,291,44,1,199,199
889,292,15,2,349,698
890,293,37,1,1899,1899
891,293,27,3,1299,3897
892,293,38,3,999,2997
893,293,29,1,1499,1499
894,293,45,1,1299,1299
895,294,20,3,99,297
896,295,18,3,199,597
897,295,38,2,999,1998
898,296,21,2,399,798
899,297,41,3,899,2697
900,297,17,2,1499,2998
901,297,26,3,899,2697
902,297,38,3,999,2997
903,298,33,3,1299,3897
904,298,49,2,2499,4998
905,298,48,1,1999,1999
906,299,9,2,520,1040
907,299,30,3,699,2097
908,300,29,1,1499,1499
909,300,41,2,899,1798
910,300,23,1,699,699
911,300,28,1,799,799
912,301,33,3,1299,3897
913,301,3,3,1299,3897
914,302,16,1,799,799
915,302,42,2,699,1398
916,302,23,2,699,1398
917,303,45,1,1299,1299
918,303,41,3,899,2697
919,303,9,3,520,1560
920,304,14,1,399,399
921,304,7,1,450,450
922,304,23,2,699,1398
923,305,2,3,299,897
924,305,3,2,1299,2598
925,305,6,1,1999,1999
926,305,23,2,699,1398
927,305,45,2,1299,2598
928,306,21,2,399,798
929,306,38,3,999,2997
930,306,30,2,699,1398
931,306,44,3,199,597
932,307,49,3,2499,7497
933,307,31,2,3499,6998
934,307,15,2,349,698
935,307,48,1,1999,1999
936,307,3,1,1299,1299
937,308,33,1,1299,1299
938,308,46,3,449,1347
939,308,49,3,2499,7497
940,308,23,2,699,1398
941,309,41,3,899,2697
942,310,38,1,999,999
943,310,18,1,199,199
944,311,28,1,799,799
945,311,19,2,149,298
946,312,46,2,449,898
947,312,35,3,280,840
948,312,4,1,599,599
949,312,2,1,299,299
950,312,43,1,79,79
951,313,6,3,1999,5997
952,313,42,2,699,1398
953,313,50,2,1999,3998
954,313,15,1,349,349
955,314,41,2,899,1798
956,315,35,3,280,840
957,315,47,1,1799,1799
958,316,21,3,399,1197
959,316,50,3,1999,5997
960,316,28,2,799,1598
961,317,39,2,549,1098
962,317,37,3,1899,5697
963,317,2,2,299,598
964,318,7,3,450,1350
965,319,1,2,2499,4998
966,319,42,2,699,1398
967,319,36,2,320,640
968,319,35,1,280,280
969,320,13,2,249,498
970,321,37,3,1899,5697
971,321,21,2,399,798
972,321,31,2,3499,6998
973,322,45,2,1299,2598
974,322,11,1,1299,1299
975,322,2,1,299,299
976,322,4,3,599,1797
977,323,27,2,1299,2598
978,323,23,1,699,699
979,323,19,2,149,298
980,324,45,3,1299,3897
981,324,47,3,1799,5397
982,324,8,1,180,180
983,324,48,1,1999,1999
984,325,5,3,1499,4497
985,326,11,1,1299,1299
986,326,49,1,2499,2499
987,327,48,1,1999,1999
988,328,28,3,799,2397
989,328,22,1,999,999
990,329,50,3,1999,5997
991,329,11,3,1299,3897
992,329,27,3,1299,3897
993,330,29,1,1499,1499
994,331,46,1,449,449
995,331,30,2,699,1398
996,331,35,3,280,840
997,331,5,3,1499,4497
998,331,29,1,1499,1499
999,332,40,1,199,199
1000,332,14,3,399,1197
1001,332,25,3,2499,7497
1002,332,38,3,999,2997
1003,332,1,3,2499,7497
1004,333,24,1,499,499
1005,333,34,3,899,2697
1006,333,37,1,1899,1899
1007,334,3,1,1299,1299
1008,334,5,2,1499,2998
1009,335,45,3,1299,3897
1010,335,4,3,599,1797
1011,336,21,3,399,1197
1012,337,15,3,349,1047
1013,337,23,1,699,699
1014,337,37,1,1899,1899
1015,337,49,2,2499,4998
1016,337,6,2,1999,3998
1017,338,23,1,699,699
1018,338,28,2,799,1598
1019,339,14,2,399,798
1020,339,24,3,499,1497
1021,340,32,2,599,1198
1022,340,42,2,699,1398
1023,340,46,1,449,449
1024,340,9,3,520,1560
1025,341,21,3,399,1197
1026,341,43,2,79,158
1027,341,37,2,1899,3798
1028,341,30,1,699,699
1029,342,34,2,899,1798
1030,342,27,1,1299,1299
1031,342,4,1,599,599
1032,343,45,2,1299,2598
1033,344,39,3,549,1647
1034,344,42,3,699,2097
1035,345,15,1,349,349
1036,345,12,3,649,1947
1037,346,26,3,899,2697
1038,346,34,1,899,899
1039,346,22,2,999,1998
1040,347,29,1,1499,1499
1041,347,1,3,2499,7497
1042,348,43,3,79,237
1043,348,48,2,1999,3998
1044,348,25,3,2499,7497
1045,348,9,1,520,520
1046,349,48,1,1999,1999
1047,349,21,3,399,1197
1048,349,14,3,399,1197
1049,349,16,1,799,799
1050,349,1,2,2499,4998
1051,350,40,1,199,199
1052,351,21,1,399,399
1053,351,26,2,899,1798
1054,351,9,1,520,520
1055,352,16,1,799,799
1056,352,1,2,2499,4998
1057,352,11,3,1299,3897
1058,352,42,3,699,2097
1059,352,25,3,2499,7497
1060,353,32,1,599,599
1061,353,11,1,1299,1299
1062,353,49,3,2499,7497
1063,354,14,2,399,798
1064,354,43,1,79,79
1065,355,23,2,699,1398
1066,355,28,2,799,1598
1067,356,40,2,199,398
1068,356,41,3,899,2697
